path_adam,dropout1,dropout2,learning_rate,epochs,unit1,unit2,Best_lossValid,Best_AccValid,ValidAccuracy,Valid2Accuracy,TestAccuracy
C:\Users\mandy chou\PycharmProjects\CPBL_CrawlerBPN\PTFile\folder1\BPN_binary(0.2744067519636624_0.35759468318620974_0.006031606126955722_105_29_43).pt,0.2744067519636624,0.35759468318620974,0.006031606126955722,105,29,43,0.7006158177341734,0.5504761904761905,0.625,0.5918367346938775,0.7058823529411765
