PitcherNational,PreAP_ER(TotalEarnedRunCnt),PreAP_TotalHittingCnt,PreAP_IP,PreAP_BF,PreAP_NP,PreAP_HR,PreAP_BB,PreAP_SO,PreAP_RunCnt,PreSO%,PreBB%,PreHR%,PreFIP,PreBABIP,PreERA,PreWHIP,PreBAT.A_AB,PreBAT.A_RBI,PreBAT.A_R,PreBAT.A_H,PreBAT.A_BB,PreBAT.A_SO,PreBAT.BIP%,PreBAT.BABIP,PreBAT.WOBA,PreBAT.BB%,PreBAT.K%,Brother.PitcherNational,Brother.PreAP_ER(TotalEarnedRunCnt),Brother.PreAP_TotalHittingCnt,Brother.PreAP_IP,Brother.PreAP_BF,Brother.PreAP_NP,Brother.PreAP_HR,Brother.PreAP_BB,Brother.PreAP_SO,Brother.PreAP_RunCnt,Brother.PreSO%,Brother.PreBB%,Brother.PreHR%,Brother.PreFIP,Brother.PreBABIP,Brother.PreERA,Brother.PreWHIP,Brother.PreBAT.A_AB,Brother.PreBAT.A_RBI,Brother.PreBAT.A_R,Brother.PreBAT.A_H,Brother.PreBAT.A_BB,Brother.PreBAT.A_SO,Brother.PreBAT.BIP%,Brother.PreBAT.BABIP,Brother.PreBAT.WOBA,Brother.PreBAT.BB%,Brother.PreBAT.K%,DayNight_D,PitcherHabit_0,PitcherHabit_1,PitcherHabit_2,PitcherHabit_3,PitcherHabit_4,Brother.PitcherHabit_0,Brother.PitcherHabit_1,Brother.PitcherHabit_2,Brother.PitcherHabit_3,Brother.PitcherHabit_4,VisitingHomeType_1,WinLoss_0,WinLoss_1,WinLoss_2
0.0,44.0,110.0,110.0,479.0,1796.0,5.0,45.0,75.0,54.0,0.10344828,0.1724138,0.0,4.7,0.3,6.0,1.8333334,3088.0,442.0,476.0,899.0,277.0,559.0,0.775,0.38709676,0.363,0.04878049,0.14634146,1.0,28.0,101.0,86.0,352.0,1086.0,5.0,8.0,55.0,31.0,0.18181819,0.03030303,0.03030303,3.721739,0.4,3.5217392,1.5652174,3097.0,434.0,468.0,931.0,289.0,488.0,0.71794873,0.25,0.316,0.175,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,33.0,68.0,80.0,345.0,1349.0,8.0,33.0,63.0,36.0,0.10714286,0.14285715,0.0,6.0125,0.3125,6.75,1.6875,3158.0,450.0,484.0,919.0,280.0,574.0,0.75757575,0.24,0.34624243,0.060606062,0.12121212,1.0,32.0,108.0,93.0,381.0,1183.0,6.0,10.0,58.0,35.0,0.10344828,0.06896552,0.03448276,5.0571427,0.26086956,5.142857,1.2857143,3203.0,450.0,484.0,960.0,301.0,511.0,0.65,0.26923078,0.322125,0.14285715,0.11904762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,47.0,118.0,116.0,508.0,1906.0,5.0,48.0,79.0,57.0,0.13793103,0.10344828,0.0,3.3666666,0.36363637,4.5,1.8333334,3189.0,453.0,487.0,927.0,281.0,582.0,0.6764706,0.3043478,0.28588235,0.029411765,0.23529412,1.0,8.0,35.0,35.0,142.0,502.0,3.0,6.0,26.0,9.0,0.20689656,0.0,0.0,2.075,0.3181818,1.125,0.875,3238.0,456.0,490.0,970.0,306.0,520.0,0.627907,0.37037036,0.35218605,0.11627907,0.20930232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,2.0,6.0,17.666666,69.0,315.0,0.0,10.0,19.0,2.0,0.24,0.12,0.0,2.7,0.25,1.5,1.1666666,3329.0,470.0,505.0,965.0,290.0,608.0,0.6764706,0.2173913,0.22766666,0.05882353,0.23529412,1.0,10.0,41.0,42.0,169.0,610.0,4.0,7.0,32.0,11.0,0.22222222,0.037037037,0.037037037,3.7714286,0.2631579,2.5714285,1.0,3379.0,473.0,512.0,1012.0,318.0,537.0,0.6486486,0.29166666,0.2856389,0.13157895,0.18421052,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,37.0,76.0,85.0,365.0,1433.0,10.0,33.0,67.0,41.0,0.2,0.0,0.1,6.8,0.42857143,7.2,1.6,3362.0,472.0,507.0,972.0,293.0,617.0,0.6388889,0.26086956,0.26425,0.083333336,0.25,1.0,2.0,7.0,11.666667,44.0,191.0,2.0,4.0,11.0,3.0,0.3043478,0.13043478,0.04347826,4.611765,0.16666667,1.5882353,1.0588236,3409.0,477.0,517.0,1021.0,318.0,542.0,0.76666665,0.3043478,0.3616,0.0,0.16666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,49.0,126.0,122.0,537.0,2015.0,5.0,51.0,85.0,59.0,0.20689656,0.10344828,0.0,2.7,0.4,3.0,1.8333334,3612.0,507.0,545.0,1040.0,321.0,678.0,0.775,0.3548387,0.4162,0.075,0.1,1.0,45.0,135.0,112.666664,471.0,1490.0,8.0,12.0,76.0,50.0,0.13333334,0.0,0.06666667,6.3764706,0.41666666,11.117647,2.1176472,3617.0,500.0,541.0,1085.0,333.0,576.0,0.725,0.3448276,0.29635,0.075,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,6.0,8.0,18.666666,76.0,342.0,1.0,12.0,20.0,6.0,0.14285715,0.2857143,0.14285715,20.2,0.5,36.0,4.0,3653.0,514.0,552.0,1055.0,326.0,692.0,0.54347825,0.52,0.4324348,0.10869565,0.3043478,0.0,14.0,56.0,55.666668,227.0,829.0,5.0,11.0,48.0,15.0,0.2413793,0.06896552,0.03448276,4.082353,0.5263158,6.352941,2.2941177,3665.0,516.0,558.0,1106.0,342.0,582.0,0.7017544,0.475,0.49438596,0.15517241,0.10344828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,67.0,118.0,89.666664,433.0,1598.0,10.0,48.0,59.0,75.0,0.16666667,0.20833333,0.0,4.866667,0.14285715,3.0,1.1666666,3690.0,518.0,556.0,1067.0,330.0,697.0,0.75609756,0.3548387,0.38456097,0.09756098,0.12195122,1.0,44.0,93.0,72.333336,336.0,1204.0,10.0,27.0,49.0,56.0,0.11111111,0.055555556,0.0,2.95,0.4,2.25,1.75,3701.0,528.0,571.0,1118.0,351.0,587.0,0.6875,0.36363637,0.3968125,0.18367347,0.10204081,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,75.0,132.0,100.666664,483.0,1797.0,12.0,52.0,67.0,84.0,0.04347826,0.17391305,0.04347826,7.8,0.23529412,7.2,1.8,4032.0,567.0,608.0,1154.0,353.0,779.0,0.58536583,0.33333334,0.3670244,0.12195122,0.24390244,0.0,17.0,35.0,33.0,147.0,605.0,7.0,10.0,34.0,19.0,0.2413793,0.13793103,0.03448276,5.0333333,0.3529412,6.0,1.8333334,4104.0,593.0,642.0,1241.0,391.0,664.0,0.6923077,0.33333334,0.41528204,0.17073171,0.07317073,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,4.0,6.0,22.0,80.0,0.0,2.0,1.0,0.0,0.045454547,0.09090909,0.0,3.8666666,0.21052632,0.0,1.0,41.0,8.0,11.0,14.0,1.0,9.0,0.67391306,0.38709676,0.44319564,0.02173913,0.19565217,1.0,5.0,5.0,5.0,23.0,82.0,1.0,1.0,6.0,5.0,0.26086956,0.04347826,0.04347826,5.2,0.30769232,9.0,1.2,79.0,13.0,13.0,23.0,6.0,7.0,0.8484849,0.21428572,0.23969696,0.09090909,0.060606062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,4.0,4.0,5.3333335,24.0,100.0,2.0,3.0,4.0,4.0,0.16666667,0.125,0.083333336,8.2625,0.13333334,6.75,1.3125,86.0,17.0,21.0,32.0,5.0,15.0,0.7346939,0.41666666,0.45365307,0.08163265,0.12244898,1.0,2.0,7.0,4.0,21.0,77.0,1.0,1.0,3.0,3.0,0.14285715,0.04761905,0.04761905,5.7,0.375,4.5,2.0,117.0,20.0,22.0,34.0,11.0,16.0,0.627907,0.33333334,0.37088373,0.11111111,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,11.0,10.0,8.0,40.0,164.0,3.0,7.0,7.0,11.0,0.1875,0.25,0.0625,10.325,0.625,23.625,3.75,301.0,48.0,55.0,91.0,20.0,63.0,0.76086956,0.37142858,0.46926087,0.02173913,0.13043478,1.0,4.0,17.0,9.0,48.0,169.0,2.0,2.0,7.0,8.0,0.14814815,0.037037037,0.037037037,4.8,0.42857143,3.6,2.2,320.0,76.0,78.0,121.0,31.0,48.0,0.625,0.5,0.5382083,0.14583333,0.14583333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,13.0,21.0,17.0,79.0,276.0,3.0,9.0,7.0,14.0,0.09090909,0.12121212,0.060606062,7.7714286,0.25,7.714286,1.7142857,339.0,55.0,62.0,104.0,20.0,70.0,0.74358976,0.37931034,0.39058974,0.0,0.175,0.0,11.0,21.0,18.333334,84.0,296.0,3.0,5.0,15.0,12.0,0.16666667,0.0,0.03333333,4.0571427,0.3181818,5.142857,1.1428572,351.0,84.0,86.0,131.0,36.0,52.0,0.7105263,0.2962963,0.40505263,0.12820512,0.102564104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,6.0,11.0,10.0,48.0,200.0,2.0,5.0,8.0,11.0,0.10526316,0.05263158,0.10526316,10.7,0.2857143,8.1,2.1,375.0,59.0,67.0,112.0,23.0,74.0,0.7619048,0.25,0.29302382,0.071428575,0.0952381,1.0,6.0,12.0,17.0,75.0,280.0,1.0,7.0,15.0,7.0,0.14814815,0.074074075,0.0,4.366667,0.22222222,1.5,1.0,389.0,94.0,97.0,144.0,39.0,56.0,0.78571427,0.33333334,0.41195238,0.071428575,0.0952381,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,10.0,22.0,17.333334,87.0,352.0,3.0,10.0,14.0,21.0,0.16666667,0.083333336,0.041666668,5.7384615,0.4117647,8.307693,2.3076923,642.0,102.0,113.0,179.0,61.0,143.0,0.5681818,0.4,0.3665,0.09090909,0.29545453,1.0,8.0,8.0,5.0,27.0,119.0,1.0,4.0,7.0,8.0,0.25925925,0.14814815,0.037037037,5.4,0.46666667,14.4,2.4,740.0,164.0,173.0,257.0,68.0,115.0,0.73333335,0.36363637,0.42570454,0.13333334,0.11111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,12.0,25.0,23.666666,106.0,388.0,2.0,11.0,21.0,13.0,0.06451613,0.16129032,0.032258064,7.964706,0.36363637,12.705882,2.4705882,677.0,106.0,118.0,189.0,64.0,154.0,0.5714286,0.375,0.34442857,0.071428575,0.26190478,1.0,7.0,19.0,19.333334,91.0,341.0,1.0,12.0,15.0,11.0,0.26923078,0.115384616,0.0,4.0,0.3846154,0.0,1.6,774.0,173.0,183.0,269.0,74.0,118.0,0.73170733,0.36666667,0.43809757,0.14285715,0.071428575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,27.0,35.0,30.333334,138.0,536.0,9.0,12.0,22.0,29.0,0.24,0.08,0.04,4.95,0.5625,11.25,3.0,900.0,144.0,162.0,264.0,87.0,197.0,0.73333335,0.45454547,0.37946665,0.08695652,0.17391305,0.0,25.0,51.0,41.333332,188.0,718.0,4.0,10.0,36.0,26.0,0.16,0.04,0.0,2.2,0.5263158,9.0,2.2,990.0,212.0,223.0,340.0,102.0,149.0,0.7592593,0.5609756,0.54014814,0.071428575,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,19.0,21.0,14.666667,72.0,270.0,1.0,5.0,15.0,19.0,0.037037037,0.11111111,0.037037037,9.2,0.45,20.76923,3.0,936.0,148.0,166.0,274.0,90.0,205.0,0.725,0.3448276,0.31355,0.075,0.2,1.0,11.0,28.0,21.666666,99.0,366.0,2.0,8.0,18.0,13.0,0.1923077,0.07692308,0.0,2.4,0.47368422,7.2,2.2,1032.0,225.0,236.0,356.0,108.0,154.0,0.72,0.41666666,0.45246,0.12,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,12.0,30.0,28.333334,132.0,520.0,4.0,15.0,19.0,23.0,0.045454547,0.09090909,0.045454547,6.6,0.22222222,3.6,1.4,971.0,156.0,175.0,289.0,93.0,213.0,0.7,0.53571427,0.410425,0.07317073,0.19512194,0.0,23.0,23.0,12.666667,69.0,296.0,2.0,10.0,15.0,23.0,0.3043478,0.04347826,0.0,1.0,0.53333336,9.0,1.8,1067.0,228.0,239.0,364.0,111.0,161.0,0.6923077,0.25925925,0.30389744,0.07692308,0.17948718,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,19.0,38.0,34.666668,162.0,608.0,4.0,19.0,40.0,21.0,0.3548387,0.09677419,0.06451613,5.366667,0.46666667,9.0,2.0,1087.0,184.0,203.0,328.0,105.0,235.0,0.68421054,0.1923077,0.22323684,0.10526316,0.18421052,1.0,15.0,36.0,45.0,187.0,712.0,2.0,16.0,32.0,16.0,0.25925925,0.11111111,0.0,2.9142857,0.1875,0.0,0.85714287,1179.0,252.0,264.0,401.0,122.0,186.0,0.47368422,0.44444445,0.37610525,0.078947365,0.39473686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,25.0,30.0,17.666666,91.0,332.0,3.0,7.0,17.0,28.0,0.10526316,0.10526316,0.10526316,12.533334,0.53846157,18.0,3.6666667,1131.0,194.0,213.0,343.0,108.0,248.0,0.59574467,0.42857143,0.40746808,0.06382979,0.27659574,0.0,25.0,30.0,18.666666,97.0,413.0,3.0,12.0,25.0,26.0,0.35714287,0.071428575,0.035714287,3.0333333,0.4,3.0,1.5,1220.0,270.0,283.0,419.0,128.0,191.0,0.70212764,0.45454547,0.51831913,0.12765957,0.10638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,8.0,16.0,10.0,49.0,178.0,3.0,4.0,8.0,8.0,0.25,0.1875,0.0,3.5,0.33333334,8.1,1.8,1172.0,208.0,227.0,356.0,111.0,257.0,0.6818182,0.36666667,0.3854091,0.06818182,0.20454545,1.0,15.0,33.0,26.666666,122.0,469.0,3.0,10.0,23.0,18.0,0.2173913,0.08695652,0.04347826,5.0,0.26666668,7.2,1.4,1257.0,276.0,289.0,428.0,133.0,199.0,0.6511628,0.2857143,0.33013955,0.11627907,0.18604651,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,25.0,54.0,47.0,216.0,823.0,5.0,23.0,51.0,27.0,0.18518518,0.11111111,0.037037037,5.45,0.44444445,10.125,2.25,1362.0,231.0,251.0,396.0,138.0,291.0,0.5294118,0.33333334,0.32594118,0.05882353,0.3529412,1.0,42.0,71.0,57.333332,260.0,975.0,7.0,15.0,52.0,43.0,0.20833333,0.083333336,0.041666668,5.0,0.375,12.6,1.8,1475.0,310.0,324.0,490.0,160.0,238.0,0.64285713,0.4074074,0.4142619,0.071428575,0.21428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,40.0,57.0,46.333332,214.0,842.0,11.0,20.0,39.0,42.0,0.1724138,0.10344828,0.0,3.0,0.5714286,9.0,3.0,1400.0,236.0,256.0,408.0,140.0,302.0,0.64285713,0.44444445,0.3272857,0.046511628,0.25581396,1.0,31.0,46.0,32.333332,156.0,638.0,3.0,17.0,38.0,33.0,0.21875,0.03125,0.0,2.45,0.45454547,5.4,1.65,1515.0,317.0,331.0,506.0,165.0,245.0,0.7173913,0.45454547,0.42923912,0.10869565,0.1521739,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,29.0,62.0,54.0,250.0,927.0,6.0,27.0,54.0,32.0,0.0882353,0.11764706,0.029411765,6.3428574,0.28,5.142857,1.7142857,1513.0,252.0,274.0,442.0,148.0,327.0,0.65384614,0.5,0.4220577,0.057692308,0.23076923,0.0,32.0,55.0,38.0,184.0,753.0,3.0,19.0,46.0,36.0,0.2857143,0.071428575,0.0,1.9647058,0.5294118,1.5882353,1.9411764,1661.0,344.0,360.0,554.0,181.0,271.0,0.67346936,0.33333334,0.3992857,0.12244898,0.14285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,52.0,69.0,55.666668,262.0,1018.0,15.0,27.0,49.0,54.0,0.13043478,0.08695652,0.13043478,11.0,0.2,12.6,1.6,1730.0,295.0,319.0,514.0,168.0,377.0,0.75,0.2962963,0.24872223,0.027777778,0.22222222,0.0,28.0,72.0,72.0,304.0,1118.0,3.0,21.0,49.0,32.0,0.2580645,0.032258064,0.0,1.575,0.3181818,2.25,1.0,1896.0,393.0,410.0,636.0,211.0,312.0,0.627907,0.2962963,0.44851163,0.11627907,0.1627907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,25.0,60.0,49.333332,231.0,878.0,7.0,25.0,32.0,40.0,0.04,0.08,0.0,4.6,0.2857143,7.2,1.6,1763.0,302.0,326.0,521.0,174.0,384.0,0.64102566,0.24,0.31710255,0.15384616,0.17948718,1.0,28.0,48.0,40.666668,190.0,757.0,4.0,22.0,35.0,31.0,0.071428575,0.21428572,0.0,5.825,0.3,10.125,2.25,1936.0,406.0,423.0,652.0,213.0,314.0,0.8695652,0.375,0.43513045,0.04347826,0.04347826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,19.0,25.0,21.666666,106.0,418.0,4.0,17.0,16.0,24.0,0.16129032,0.22580644,0.032258064,7.2,0.2777778,7.5,2.1666667,1979.0,341.0,366.0,591.0,199.0,434.0,0.72727275,0.40625,0.40477273,0.09090909,0.13636364,1.0,42.0,71.0,49.333332,244.0,1007.0,4.0,27.0,56.0,48.0,0.16,0.12,0.0,4.6,0.3125,5.4,1.6,2077.0,437.0,454.0,697.0,233.0,329.0,0.625,0.2,0.3149,0.175,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,45.0,90.0,80.0,370.0,1385.0,11.0,40.0,80.0,50.0,0.1875,0.125,0.125,11.866667,0.33333334,9.0,2.3333333,2155.0,369.0,396.0,647.0,214.0,467.0,0.85,0.38235295,0.32775,0.025,0.125,0.0,13.0,38.0,32.333332,148.0,562.0,1.0,14.0,26.0,18.0,0.115384616,0.038461536,0.0,2.6,0.45454547,7.2,2.2,2253.0,466.0,483.0,749.0,249.0,360.0,0.71794873,0.25,0.30723077,0.051282052,0.17948718,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,53.0,109.0,106.666664,472.0,1790.0,14.0,49.0,98.0,60.0,0.2631579,0.15789473,0.0,3.6,0.3,1.8,1.2,2435.0,418.0,447.0,728.0,235.0,539.0,0.53571427,0.6,0.35417858,0.035714287,0.39285713,1.0,47.0,114.0,96.333336,421.0,1566.0,6.0,24.0,78.0,55.0,0.4,0.04,0.0,0.4,0.61538464,5.4,1.8,2410.0,482.0,499.0,794.0,261.0,387.0,0.5263158,0.3,0.31373686,0.15789473,0.2631579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,25.0,40.0,32.666668,156.0,593.0,5.0,21.0,22.0,30.0,0.03448276,0.10344828,0.03448276,7.5125,0.4347826,10.125,2.625,2484.0,438.0,469.0,750.0,244.0,546.0,0.6721311,0.4878049,0.5402623,0.14754099,0.114754096,0.0,23.0,52.0,43.666668,201.0,760.0,3.0,22.0,31.0,28.0,0.1,0.15,0.1,16.485714,0.61538464,30.857143,5.571429,2457.0,495.0,512.0,813.0,266.0,390.0,0.7924528,0.4047619,0.46390566,0.094339624,0.056603774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,10.0,24.0,15.333333,69.0,228.0,1.0,0.0,8.0,12.0,0.125,0.0,0.0,2.2,0.33333334,1.5,1.1666666,2804.0,489.0,522.0,839.0,276.0,613.0,0.7619048,0.40625,0.40107143,0.071428575,0.14285715,1.0,54.0,131.0,107.333336,473.0,1768.0,8.0,26.0,87.0,63.0,0.20833333,0.041666668,0.041666668,4.4,0.4117647,7.2,1.8,2782.0,553.0,574.0,920.0,293.0,444.0,0.8611111,0.29032257,0.2745278,0.0,0.11111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,16.0,35.0,24.0,114.0,413.0,1.0,7.0,15.0,21.0,0.08695652,0.08695652,0.04347826,6.95,0.44444445,15.75,2.75,2836.0,492.0,525.0,848.0,284.0,621.0,0.5609756,0.3043478,0.38951218,0.19512194,0.19512194,1.0,31.0,68.0,56.0,260.0,1000.0,4.0,30.0,43.0,36.0,0.14814815,0.18518518,0.0,4.366667,0.3888889,1.5,2.0,2821.0,560.0,582.0,932.0,297.0,449.0,0.75,0.33333334,0.35977274,0.09090909,0.11363637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,70.0,138.0,129.0,578.0,2174.0,19.0,58.0,120.0,79.0,0.21212122,0.12121212,0.03030303,5.0333333,0.4,9.0,2.1666667,3102.0,540.0,576.0,928.0,309.0,680.0,0.72727275,0.16666667,0.1309697,0.03030303,0.24242423,0.0,16.0,42.0,34.0,146.0,540.0,3.0,3.0,29.0,20.0,0.23333333,0.03333333,0.0,1.825,0.18181819,0.0,0.625,3136.0,625.0,653.0,1050.0,342.0,501.0,0.61904764,0.42307693,0.39259523,0.11627907,0.23255815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,14.0,18.0,8.333333,46.0,177.0,3.0,5.0,7.0,14.0,0.0,0.15,0.05,12.6285715,0.5625,34.714287,5.571429,3070.0,538.0,574.0,924.0,308.0,672.0,0.66,0.4848485,0.4619,0.05882353,0.21568628,1.0,50.0,91.0,68.666664,337.0,1213.0,5.0,32.0,65.0,61.0,0.1923077,0.07692308,0.07692308,8.7,0.5882353,20.25,3.5,3064.0,612.0,639.0,1027.0,334.0,488.0,0.71929824,0.46341464,0.4849649,0.1754386,0.0877193,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,23.0,51.0,37.0,171.0,624.0,2.0,9.0,22.0,29.0,0.10344828,0.06896552,0.0,3.2,0.3043478,2.5714285,1.2857143,3141.0,548.0,584.0,943.0,309.0,686.0,0.75,0.4,0.452,0.0,0.14634146,0.0,17.0,37.0,19.666666,100.0,350.0,6.0,8.0,8.0,22.0,0.0,0.0,0.13333334,12.95,0.5833333,23.625,3.375,3099.0,618.0,645.0,1038.0,337.0,491.0,0.81578946,0.32258064,0.3631842,0.07692308,0.07692308,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,26.0,61.0,42.666668,198.0,723.0,3.0,9.0,27.0,33.0,0.18518518,0.0,0.037037037,4.2588234,0.45,4.7647057,1.7647059,3209.0,564.0,601.0,969.0,321.0,699.0,0.7027027,0.42307693,0.44902703,0.051282052,0.17948718,1.0,65.0,153.0,118.666664,531.0,1976.0,8.0,29.0,95.0,76.0,0.10344828,0.06896552,0.0,3.2,0.5,8.4375,2.4375,3243.0,637.0,666.0,1082.0,348.0,521.0,0.6585366,0.37037036,0.37641463,0.04878049,0.2195122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,72.0,147.0,135.0,608.0,2279.0,19.0,60.0,129.0,83.0,0.3,0.06666667,0.0,1.2,0.47368422,3.0,1.8333334,3241.0,568.0,605.0,976.0,325.0,708.0,0.6388889,0.3043478,0.2733889,0.11111111,0.25,0.0,20.0,47.0,41.0,175.0,647.0,3.0,7.0,36.0,24.0,0.2413793,0.13793103,0.0,2.9142857,0.2777778,5.142857,1.2857143,3282.0,642.0,671.0,1094.0,350.0,534.0,0.63414633,0.46153846,0.3070244,0.04761905,0.30952382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,16.0,24.0,13.666667,70.0,245.0,3.0,5.0,12.0,18.0,0.20833333,0.0,0.0,1.8875,0.4,3.375,1.125,3274.0,570.0,607.0,983.0,328.0,719.0,0.5945946,0.3181818,0.28537837,0.08108108,0.2972973,0.0,10.0,19.0,16.333334,77.0,310.0,5.0,9.0,20.0,11.0,0.42105263,0.10526316,0.0,1.2,0.22222222,0.0,0.8,3318.0,647.0,678.0,1105.0,351.0,542.0,0.7368421,0.39285713,0.34455264,0.023809524,0.1904762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,34.0,75.0,52.666668,244.0,906.0,4.0,13.0,35.0,41.0,0.22222222,0.14814815,0.037037037,5.8,0.5,12.6,2.6,3479.0,604.0,642.0,1033.0,352.0,764.0,0.5897436,0.3043478,0.2902564,0.15384616,0.25641024,1.0,43.0,81.0,66.666664,313.0,1215.0,4.0,36.0,50.0,48.0,0.0,0.4,0.0,15.2,0.5,36.0,7.0,3491.0,682.0,714.0,1156.0,373.0,570.0,0.5714286,0.41666666,0.45190477,0.16666667,0.21428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,70.0,104.0,90.333336,427.0,1688.0,18.0,49.0,86.0,76.0,0.1,0.15,0.05,8.109091,0.30769232,9.818182,2.1818182,3516.0,609.0,647.0,1045.0,354.0,776.0,0.64102566,0.48,0.348359,0.051282052,0.30769232,1.0,44.0,99.0,81.0,374.0,1435.0,6.0,39.0,62.0,51.0,0.25,0.071428575,0.0,1.8666667,0.47368422,7.5,1.8333334,3524.0,691.0,723.0,1167.0,376.0,574.0,0.7105263,0.25925925,0.42773685,0.07692308,0.102564104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
