GameDate,WinLoss,MinusScore,DayNight,VisitingHomeType,PitcherNational,PitcherHabit,PreAP_ER(TotalEarnedRunCnt),PreAP_TotalHittingCnt,PreAP_IP,PreAP_BF,PreAP_NP,PreAP_HR,PreAP_BB,PreAP_SO,PreAP_RunCnt,PreSO%,PreBB%,PreHR%,PreFIP,PreBABIP,PreERA,PreWHIP,PreBAT.A_AB,PreBAT.A_RBI,PreBAT.A_R,PreBAT.A_H,PreBAT.A_BB,PreBAT.A_SO,PreBAT.BIP%,PreBAT.BABIP,PreBAT.WOBA,PreBAT.BB%,PreBAT.K%,Brother.PitcherNational,Brother.PitcherHabit,Brother.PreAP_ER(TotalEarnedRunCnt),Brother.PreAP_TotalHittingCnt,Brother.PreAP_IP,Brother.PreAP_BF,Brother.PreAP_NP,Brother.PreAP_HR,Brother.PreAP_BB,Brother.PreAP_SO,Brother.PreAP_RunCnt,Brother.PreSO%,Brother.PreBB%,Brother.PreHR%,Brother.PreFIP,Brother.PreBABIP,Brother.PreERA,Brother.PreWHIP,Brother.PreBAT.A_AB,Brother.PreBAT.A_RBI,Brother.PreBAT.A_R,Brother.PreBAT.A_H,Brother.PreBAT.A_BB,Brother.PreBAT.A_SO,Brother.PreBAT.BIP%,Brother.PreBAT.BABIP,Brother.PreBAT.WOBA,Brother.PreBAT.BB%,Brother.PreBAT.K%
2021/9/24 00:00,0,-2,N,1,0,1,30,91,129.3333333,507,1963,6,31,116,34,0.090909091,0,0.090909091,8.969230769,0.375,8.307692308,1.846153846,2779,352,381,737,244,545,0.742857143,0.192307692,0.225457143,0.057142857,0.171428571,1,4,11,23,21.33333333,94,372,3,6,17,11,0.2,0.04,0,2.15,0.210526316,0,0.75,2820,335,370,740,274,521,0.757575758,0.32,0.391242424,0.028571429,0.114285714
2021/9/30 00:00,0,-2,N,2,1,1,15,29,27,117,436,1,9,17,15,0.259259259,0.111111111,0,2.366666667,0.4,6,1.5,2812,355,384,743,244,554,0.727272727,0.25,0.20430303,0,0.272727273,0,3,29,112,136.6666667,549,2087,5,22,146,36,0.214285714,0,0,1.7,0.181818182,2.25,0.5,2849,340,375,748,277,528,0.6875,0.363636364,0.3141875,0.085714286,0.2
2021/10/11 00:00,0,-1,N,1,0,1,31,97,137.3333333,536,2064,7,31,121,35,0.172413793,0,0.034482759,3.575,0.227272727,1.125,0.75,2935,364,395,768,252,577,0.648648649,0.25,0.223864865,0.052631579,0.263157895,0,2,13,26,27.33333333,116,462,3,7,23,13,0.272727273,0.045454545,0,2.2,0.230769231,3,0.666666667,2953,354,390,778,286,543,0.731707317,0.3,0.39202439,0.047619048,0.142857143
2021/10/19 00:00,0,-1,N,1,1,1,30,68,77,332,1411,7,34,80,35,0.230769231,0.153846154,0.038461538,5.494117647,0.333333333,7.941176471,1.764705882,3196,413,445,840,281,630,0.777777778,0.285714286,0.308888889,0.108108108,0.108108108,0,1,16,28,20.33333333,95,348,2,10,12,18,0.055555556,0.222222222,0,5.927272727,0.230769231,9.818181818,1.909090909,3270,402,440,869,320,597,0.540540541,0.35,0.329361111,0.162162162,0.27027027
2021/10/20 00:00,1,2,N,1,1,3,43,104,109,474,1833,5,45,69,53,0.142857143,0.571428571,0,22.7,0,27,6,3361,424,457,876,293,668,0.777777778,0.25,0.330944444,0.027777778,0.138888889,0,3,47,124,111.3333333,471,1702,9,18,74,54,0.08,0.04,0.08,7.366666667,0.25,6,1.333333333,3405,421,461,900,331,618,0.594594595,0.045454545,0.233837838,0.184210526,0.157894737
2021/10/27 00:00,1,2,N,2,1,0,29,71,74,310,1164,7,20,57,29,0.04,0.08,0,4.057142857,0.45,7.714285714,2.357142857,3397,430,463,888,297,673,0.756097561,0.387096774,0.377341463,0.095238095,0.119047619,0,3,20,44,44.33333333,189,777,4,16,40,21,0.130434783,0.086956522,0,3.2,0.277777778,1.5,1.166666667,3440,425,465,911,335,621,0.825,0.333333333,0.3455,0.095238095,0.071428571
2021/10/31 00:00,0,-2,N,1,1,1,2,7,6.666666667,28,103,0,2,3,2,0.107142857,0.071428571,0,3.2,0.318181818,2.7,1.35,3484,437,470,910,309,696,0.575757576,0.315789474,0.316787879,0.2,0.2,0,2,24,49,49.66666667,215,878,4,22,44,25,0.153846154,0.230769231,0,5.075,0.333333333,6.75,2.0625,3623,441,481,958,345,665,0.794117647,0.259259259,0.237882353,0.057142857,0.142857143
2021/11/10 00:00,0,-2,N,2,1,0,35,113,166.6666667,644,2476,7,36,145,39,0.272727273,0.090909091,0,2.45,0.315789474,4.5,1.125,3580,449,482,932,320,717,0.735294118,0.28,0.248,0.058823529,0.205882353,1,4,19,37,33,144,533,3,13,21,21,0.125,0.083333333,0,3.2,0.263157895,3,1.166666667,3724,454,494,985,354,691,0.59375,0.315789474,0.27065625,0.090909091,0.272727273
2022/4/23 00:00,0,-6,N,1,1,1,5,6,10,40,167,2,5,13,5,0.315789474,0.157894737,0.052631579,5.2,0.111111111,3.6,1,351,50,56,95,36,59,0.6,0.366666667,0.344122449,0.1,0.26,0,1,2,7,6,25,102,0,2,7,3,0.28,0.08,0,1.866666667,0.4375,3,1.5,355,44,48,90,32,76,0.638297872,0.166666667,0.267382979,0.166666667,0.166666667
2022/5/6 00:00,0,-1,N,1,0,1,1,3,5,21,78,0,3,2,1,0.095238095,0.142857143,0,4.2,0.1875,1.8,1.2,485,63,70,126,47,89,0.742857143,0.346153846,0.261885714,0.027777778,0.222222222,1,3,6,17,19.33333333,79,291,0,4,13,8,0.222222222,0.037037037,0,1.914285714,0.315789474,3.857142857,1,488,66,74,129,50,94,0.756097561,0.35483871,0.385390244,0.119047619,0.095238095
2022/5/7 00:00,0,-1,N,1,1,1,14,40,27.66666667,129,468,3,9,16,17,0.178571429,0.107142857,0.035714286,5.2,0.333333333,4.5,1.666666667,700,84,93,183,65,133,0.775,0.322580645,0.3144,0.1,0.125,1,4,7,28,39.33333333,153,622,1,11,34,9,0.08,0.12,0,4.033333333,0.3,1.5,1.5,680,92,104,178,81,128,0.727272727,0.25,0.288272727,0.088235294,0.147058824
2022/5/8 00:00,1,1,D,1,1,1,6,23,18.33333333,79,302,1,2,7,6,0.103448276,0.068965517,0,3.2,0.434782609,3,2,735,87,96,193,68,141,0.710526316,0.37037037,0.311947368,0.076923077,0.205128205,0,1,5,25,27.66666667,109,438,0,5,28,6,0.214285714,0.071428571,0,2.2,0.4,4.5,1.666666667,717,95,108,192,84,135,0.75,0.466666667,0.39495,0.073170732,0.170731707
2022/5/10 00:00,1,4,N,2,0,1,5,25,25,104,412,1,6,21,5,0.115384615,0.038461538,0,3.2,0.333333333,3,1.333333333,768,91,100,202,71,146,0.75,0.296296296,0.31425,0.081081081,0.135135135,1,1,8,24,26.33333333,107,387,1,5,16,10,0.107142857,0.035714286,0.035714286,4.628571429,0.272727273,2.571428571,1.142857143,752,98,111,203,89,138,0.780487805,0.34375,0.347075,0.12195122,0.073170732
2022/5/11 00:00,0,-2,N,2,0,3,10,16,21.33333333,86,338,2,9,26,10,0.260869565,0.086956522,0,2.141176471,0.333333333,1.588235294,1.235294118,798,96,105,209,74,152,0.727272727,0.291666667,0.286787879,0.090909091,0.181818182,0,1,13,39,40,165,593,0,7,36,15,0.173913043,0.130434783,0,3.3875,0.3125,8.4375,1.5,784,99,112,209,92,146,0.666666667,0.25,0.240583333,0.083333333,0.222222222
2022/5/18 00:00,1,1,N,2,0,3,10,23,21.33333333,88,309,3,3,10,11,0.086956522,0,0,2.4,0.35,5.4,1.4,831,98,107,215,74,156,0.823529412,0.178571429,0.230941176,0,0.117647059,1,4,8,20,19,73,271,2,0,9,9,0.12,0,0.04,4.25,0.19047619,2.7,0.75,820,102,116,219,92,150,0.888888889,0.3125,0.277722222,0,0.108108108
2022/5/19 00:00,1,7,N,2,0,1,11,28,28.33333333,113,404,3,3,12,13,0.08,0,0,2.628571429,0.217391304,1.285714286,0.714285714,960,111,121,252,77,178,0.72972973,0.333333333,0.268027027,0.026315789,0.210526316,1,1,7,32,35.66666667,142,560,0,6,36,8,0.242424242,0.03030303,0,1.95,0.318181818,2.25,1,928,117,133,253,100,162,0.870967742,0.185185185,0.14516129,0,0.129032258
2022/5/20 00:00,0,-9,N,2,0,1,15,44,42.66666667,182,690,4,13,28,18,0.148148148,0.074074074,0,2.95,0.047619048,0,0.375,995,118,128,263,79,182,0.837837838,0.35483871,0.325189189,0.052631579,0.105263158,0,1,15,47,46.33333333,194,695,0,9,39,19,0.103448276,0.068965517,0,3.2,0.347826087,2.842105263,1.578947368,957,117,133,255,102,166,0.806451613,0.08,0.104645161,0.064516129,0.129032258
2022/6/19 00:00,0,-1,N,2,0,1,11,22,26,108,421,3,11,31,14,0.227272727,0.090909091,0.045454545,5.128571429,0.384615385,1.928571429,1.714285714,1028,118,129,269,80,187,0.823529412,0.214285714,0.190176471,0.029411765,0.147058824,1,3,8,24,26,98,375,2,1,11,9,0.08,0.04,0,3.057142857,0.181818182,0,0.714285714,997,126,143,269,105,175,0.674418605,0.413793103,0.400093023,0.066666667,0.2
2022/6/21 00:00,1,7,N,2,1,1,19,41,43,183,718,3,17,51,22,0.136363636,0.136363636,0,3.95,0.466666667,11.25,2.5,1541,174,190,400,118,282,0.717948718,0.392857143,0.327769231,0.051282051,0.205128205,0,2,21,63,73.33333333,307,1200,2,25,68,27,0.153846154,0.076923077,0,3.366666667,0.368421053,4.5,1.5,1495,175,199,391,157,272,0.710526316,0.259259259,0.260789474,0.128205128,0.153846154
2022/6/23 00:00,0,-10,N,1,1,1,17,50,49,200,774,6,5,34,19,0.217391304,0.086956522,0,2.533333333,0.1875,3,0.833333333,1582,182,199,418,121,290,0.711111111,0.53125,0.455733333,0.066666667,0.177777778,1,4,7,17,7,37,118,1,1,1,8,0,0,0.043478261,6.45,0.5,11.25,3,1554,180,205,401,163,284,0.696969697,0.217391304,0.202,0.090909091,0.212121212
2022/7/10 00:00,1,2,N,1,0,1,11,26,24,106,407,0,9,14,13,0.16,0.04,0,2.2,0.526315789,10.8,2.2,1648,184,201,433,124,308,0.617647059,0.333333333,0.225764706,0.029411765,0.352941176,1,1,17,60,67.66666667,277,1084,1,13,75,19,0.458333333,0,0,-0.466666667,0.461538462,1.5,1,1593,190,216,418,165,292,0.714285714,0.533333333,0.457857143,0.046511628,0.186046512
2022/7/13 00:00,0,-2,N,1,0,1,27,93,81,350,1333,6,20,51,35,0.333333333,0.111111111,0,1.4,0.4,0,1.8,1920,219,241,509,140,352,0.888888889,0.25,0.322861111,0.052631579,0.026315789,1,4,39,97,86,373,1347,2,20,67,45,0.047619048,0.047619048,0.047619048,6.2,0.277777778,7.714285714,1.5,1902,227,256,511,193,353,0.820512821,0.3125,0.312769231,0.076923077,0.102564103
